455,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x,x,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,x,o,x
456,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,x,o,x
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,o,x,o,x
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,o,x,o,x
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
463,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x,x,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,o,o,x
464,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,x,o,x
465,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x,x,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,o,o,x
458,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
466,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,x,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
475,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,,,,,,
476,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,x,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
477,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,o,o,o,x,x,o,o,o,o,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,o,o,,o,x
478,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,x,o,o,x,o,o,o,o,x,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,?,o,o,?,o,?,o,o,o,o,o,,,x,,x,x,,x
479,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,x,o,o,o,o,o,x,o,o,o,x,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,x,o,x
480,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,x,x,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,,o,x
481,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,o,o,o,x,x,o,o,o,?,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,o,o,o,,o,o,,o,x
482,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,x,o,o,o,o,o,x,x,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
467,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,,,,,,x
468,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,,,,,,x
469,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,x,o,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,x,o,,,,x
470,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,?,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,x,o,,,,x
471,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
472,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,x,o,x,x,o,x
473,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,x,o,o,x,o,o,o,o,x,o,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,o,o,o,o,o,o,o,o,o,?,x,o,x
474,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,x,o,x,o,o,o,o,o,x,o,o,o,o,o,x,o,o,o,x,o,o,o,o,o,o,o,o,,o,o,o,o,o,o,o,x,x,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,,,x,o,,,,x
483,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,x,o,o,o,o,o,o,o,o,o,x,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,x,o,x
484,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,x,o,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,x
485,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
486,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,o,o,o,x,x,o,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,o,x,o,o,o,x,o,x
487,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,o,o,o,x,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,x,o,x
488,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,,,,,,,,,?,,,o,,,,,,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,,,,?,,,,,,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
489,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,o,o,x,x,o,o,o,o,x,o,o,x,o,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,x,o,x,o,o,x
490,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,x,o,o,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,x,o,x,x,o,x
491,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,o,o,x,o,o,o,o,x,x,o,o,o,o,o,o,o,o,x,o,o,o,o,,o,o,o,,o,o,,o,o,o,o,x,,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,,,x,x,o,x
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,o,o,x,x,o,x
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,x,,o,x
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,x,,o,x
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,x,x,o,x
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,x,x,o,x
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,x,,o,x
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,,,x,,o,x
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,x,x,o,x
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,o,x,o,x
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,x,,o,x
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,o,,o,x
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,x,,o,x
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,x,,o,x
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,x,o,x
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,x,,o,x
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,o,o,o,x
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,x,o,x
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,o,o,o,x,o,x
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,,,,,o,x
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,x,o,o,x,o,x
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x
541,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,?,o,,o,o,o,o,o,o,o,o,o,o,x,o,x
542,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,x,x,o,o,o,o,o,o,o,o,o,o,?,o,x,o,o,x,x,o,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
543,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,x,o,o,x,x,?,o,o,o,x,o,o,o,,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,x,o,o,o,o,o,o,o,o,o,o,x,o,x
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,x,o,o,o,x,o,x
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,,,o,,o,x
